match_id,season,venue,innings,batting_team,bowling_team,toss_winner,toss_decision,match_winner,powerplay_runs,powerplay_wickets,powerplay_run_rate,powerplay_sixes,powerplay_fours,powerplay_dot_balls,powerplay_extras,final_total,total_wickets,total_sixes,total_fours,total_balls
1247017,2020/21,National Stadium,2,Multan Sultans,Lahore Qalandars,Multan Sultans,field,Multan Sultans,58,2,9.67,0,10,14,3,159,3,2,20,110
1247018,2020/21,National Stadium,1,Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,42,1,7.0,1,6,20,0,198,7,4,26,126
1247018,2020/21,National Stadium,2,Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,field,Peshawar Zalmi,58,2,9.67,2,6,15,5,202,7,12,13,125
1247019,2020/21,National Stadium,1,Multan Sultans,Karachi Kings,Karachi Kings,field,Karachi Kings,72,1,12.0,1,11,12,11,195,6,4,18,129
1247019,2020/21,National Stadium,2,Karachi Kings,Multan Sultans,Karachi Kings,field,Karachi Kings,68,1,11.33,1,10,11,5,198,3,6,23,117
1247020,2020/21,National Stadium,1,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,47,3,7.83,1,6,14,0,118,10,3,9,104
1247020,2020/21,National Stadium,2,Peshawar Zalmi,Islamabad United,Peshawar Zalmi,field,Peshawar Zalmi,26,2,4.33,0,3,21,1,122,4,6,8,105
1247021,2020/21,National Stadium,1,Karachi Kings,Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,53,3,8.83,4,4,21,5,186,9,9,17,127
1247021,2020/21,National Stadium,2,Lahore Qalandars,Karachi Kings,Lahore Qalandars,field,Lahore Qalandars,46,3,7.67,3,4,19,1,189,4,10,17,118
1247022,2020/21,National Stadium,1,Quetta Gladiators,Islamabad United,Islamabad United,field,Islamabad United,41,4,6.83,0,4,16,10,156,7,6,10,126
1247022,2020/21,National Stadium,2,Islamabad United,Quetta Gladiators,Islamabad United,field,Islamabad United,76,1,12.67,2,13,11,1,157,4,4,21,107
1247023,2020/21,National Stadium,1,Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Karachi Kings,39,3,6.5,1,5,19,2,188,5,7,17,131
1247023,2020/21,National Stadium,2,Karachi Kings,Peshawar Zalmi,Karachi Kings,field,Karachi Kings,37,2,6.17,0,6,19,1,191,4,8,20,122
1247024,2020/21,National Stadium,1,Quetta Gladiators,Multan Sultans,Multan Sultans,field,Quetta Gladiators,55,0,9.17,1,8,13,0,176,7,5,20,123
1247024,2020/21,National Stadium,2,Multan Sultans,Quetta Gladiators,Multan Sultans,field,Quetta Gladiators,53,0,8.83,1,8,14,2,154,10,4,16,124
1247025,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Multan Sultans,Karachi Kings,Karachi Kings,field,Multan Sultans,60,2,10.0,2,7,12,1,176,5,4,18,123
1247025,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Karachi Kings,Multan Sultans,Karachi Kings,field,Multan Sultans,31,1,5.17,1,1,20,6,164,7,7,11,126
1247026,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,field,Lahore Qalandars,18,3,3.0,0,1,23,0,170,8,10,7,124
1247026,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Peshawar Zalmi,Lahore Qalandars,Peshawar Zalmi,field,Lahore Qalandars,33,2,5.5,0,4,16,0,160,8,9,13,123
1247027,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Islamabad United,Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,43,3,7.17,1,6,18,3,143,9,4,13,123
1247027,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Lahore Qalandars,Islamabad United,Lahore Qalandars,field,Lahore Qalandars,38,1,6.33,1,4,18,2,144,5,3,16,121
1247028,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Quetta Gladiators,Islamabad United,Islamabad United,field,Islamabad United,36,1,6.0,0,3,17,9,133,10,5,7,127
1247028,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Islamabad United,Quetta Gladiators,Islamabad United,field,Islamabad United,97,0,16.17,4,14,8,3,137,0,6,18,65
1247029,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Islamabad United,Lahore Qalandars,Islamabad United,bat,Islamabad United,20,4,3.33,0,1,20,2,152,7,5,13,123
1247029,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Lahore Qalandars,Islamabad United,Islamabad United,bat,Islamabad United,55,1,9.17,1,9,15,2,124,10,5,12,113
1247030,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Peshawar Zalmi,Quetta Gladiators,Quetta Gladiators,field,Peshawar Zalmi,22,2,3.67,0,1,19,3,197,5,11,14,126
1247030,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Quetta Gladiators,Peshawar Zalmi,Quetta Gladiators,field,Peshawar Zalmi,43,0,7.17,1,4,15,4,136,9,3,12,124
1247031,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Peshawar Zalmi,Multan Sultans,Multan Sultans,field,Multan Sultans,52,0,8.67,0,6,13,10,166,7,6,12,126
1247031,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Multan Sultans,Peshawar Zalmi,Multan Sultans,field,Multan Sultans,59,1,9.83,1,7,12,9,167,2,7,15,104
1247032,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Karachi Kings,Islamabad United,Islamabad United,field,Islamabad United,56,1,9.33,3,3,13,4,190,4,9,14,125
1247032,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Islamabad United,Karachi Kings,Islamabad United,field,Islamabad United,43,2,7.17,0,3,14,12,191,2,7,18,121
1247033,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Quetta Gladiators,Lahore Qalandars,Lahore Qalandars,field,Quetta Gladiators,44,1,7.33,1,6,20,5,158,5,3,18,127
1247033,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,field,Quetta Gladiators,40,4,6.67,1,2,17,4,140,10,6,11,112
1247034,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Karachi Kings,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,33,3,5.5,1,2,22,5,108,9,5,6,126
1247034,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Peshawar Zalmi,Karachi Kings,Peshawar Zalmi,field,Peshawar Zalmi,76,1,12.67,3,11,17,6,109,4,4,13,75
1247035,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,50,0,8.33,0,7,11,1,183,5,7,14,124
1247035,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Quetta Gladiators,Multan Sultans,Quetta Gladiators,field,Multan Sultans,36,3,6.0,2,3,20,2,73,10,2,7,74
1247036,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Islamabad United,54,0,9.0,1,7,11,3,247,2,13,25,124
1247036,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Peshawar Zalmi,Islamabad United,Peshawar Zalmi,field,Islamabad United,55,2,9.17,1,7,13,7,232,6,12,20,126
1247037,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Karachi Kings,Lahore Qalandars,Karachi Kings,bat,Karachi Kings,43,1,7.17,2,2,12,3,176,5,7,14,126
1247037,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Lahore Qalandars,Karachi Kings,Karachi Kings,bat,Karachi Kings,49,1,8.17,3,4,18,6,169,7,10,12,125
1247038,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Multan Sultans,Lahore Qalandars,Lahore Qalandars,field,Multan Sultans,50,2,8.33,1,5,18,11,169,8,6,16,125
1247038,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Lahore Qalandars,Multan Sultans,Lahore Qalandars,field,Multan Sultans,34,3,5.67,1,3,18,1,89,10,3,6,92
1247039,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Karachi Kings,Quetta Gladiators,Karachi Kings,bat,Karachi Kings,42,0,7.0,2,3,21,7,176,7,12,11,124
1247039,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Quetta Gladiators,Karachi Kings,Karachi Kings,bat,Karachi Kings,44,1,7.33,3,4,21,1,162,6,5,18,125
1247040,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Multan Sultans,Islamabad United,Islamabad United,field,Islamabad United,61,0,10.17,0,9,13,8,149,10,4,15,128
1247040,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Islamabad United,Multan Sultans,Islamabad United,field,Islamabad United,54,1,9.0,3,6,17,3,150,6,5,13,122
1247041,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Multan Sultans,Islamabad United,Multan Sultans,bat,Multan Sultans,44,1,7.33,2,5,19,0,180,5,11,15,120
1247041,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Islamabad United,Multan Sultans,Multan Sultans,bat,Multan Sultans,38,3,6.33,0,5,16,0,149,10,3,16,115
1247042,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Karachi Kings,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,41,1,6.83,0,7,16,1,175,7,5,17,124
1247042,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Peshawar Zalmi,Karachi Kings,Peshawar Zalmi,field,Peshawar Zalmi,55,1,9.17,3,7,18,0,176,5,7,18,125
1247043,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,57,2,9.5,1,8,13,4,174,9,8,17,121
1247043,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Peshawar Zalmi,Islamabad United,Peshawar Zalmi,field,Peshawar Zalmi,48,1,8.0,0,7,18,9,177,2,8,19,108
1247044,2021,"Sheikh Zayed Stadium, Abu Dhabi",1,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Multan Sultans,42,0,7.0,1,5,17,3,206,4,9,19,126
1247044,2021,"Sheikh Zayed Stadium, Abu Dhabi",2,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,field,Multan Sultans,42,1,7.0,2,5,22,0,159,9,8,13,128
1293000,2021/22,"National Stadium, Karachi",1,Karachi Kings,Multan Sultans,Multan Sultans,field,Multan Sultans,41,0,6.83,1,4,12,1,124,5,3,6,123
1293000,2021/22,"National Stadium, Karachi",2,Multan Sultans,Karachi Kings,Multan Sultans,field,Multan Sultans,44,1,7.33,2,4,17,0,126,3,5,7,112
1293001,2021/22,"National Stadium, Karachi",1,Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,62,0,10.33,2,9,13,3,190,4,7,21,124
1293001,2021/22,"National Stadium, Karachi",2,Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,field,Peshawar Zalmi,62,2,10.33,3,8,15,3,191,5,9,18,122
1293002,2021/22,"National Stadium, Karachi",1,Lahore Qalandars,Multan Sultans,Multan Sultans,field,Multan Sultans,67,0,11.17,1,11,10,0,206,5,9,19,124
1293002,2021/22,"National Stadium, Karachi",2,Multan Sultans,Lahore Qalandars,Multan Sultans,field,Multan Sultans,66,0,11.0,2,10,12,2,209,5,6,26,124
1293003,2021/22,"National Stadium, Karachi",1,Karachi Kings,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,33,4,5.5,0,5,20,0,113,10,3,11,107
1293003,2021/22,"National Stadium, Karachi",2,Quetta Gladiators,Karachi Kings,Quetta Gladiators,field,Quetta Gladiators,51,0,8.5,1,8,19,6,114,2,1,14,97
1293004,2021/22,"National Stadium, Karachi",1,Peshawar Zalmi,Islamabad United,Islamabad United,field,Islamabad United,35,3,5.83,0,7,22,0,168,6,4,19,128
1293004,2021/22,"National Stadium, Karachi",2,Islamabad United,Peshawar Zalmi,Islamabad United,field,Islamabad United,78,0,13.0,2,14,12,0,172,1,6,21,96
1293005,2021/22,"National Stadium, Karachi",1,Karachi Kings,Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,48,0,8.0,0,9,17,2,170,7,4,18,124
1293005,2021/22,"National Stadium, Karachi",2,Lahore Qalandars,Karachi Kings,Lahore Qalandars,field,Lahore Qalandars,52,2,8.67,1,7,12,2,174,4,4,22,120
1293006,2021/22,"National Stadium, Karachi",1,Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,46,1,7.67,1,5,15,4,174,4,8,11,126
1293006,2021/22,"National Stadium, Karachi",2,Quetta Gladiators,Multan Sultans,Quetta Gladiators,field,Multan Sultans,48,2,8.0,2,6,18,2,168,10,7,13,124
1293007,2021/22,"National Stadium, Karachi",1,Multan Sultans,Islamabad United,Islamabad United,field,Multan Sultans,43,1,7.17,1,7,20,1,217,5,14,21,121
1293007,2021/22,"National Stadium, Karachi",2,Islamabad United,Multan Sultans,Islamabad United,field,Multan Sultans,69,2,11.5,2,10,8,2,197,10,12,15,124
1293008,2021/22,"National Stadium, Karachi",1,Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,field,Lahore Qalandars,61,0,10.17,2,6,9,1,199,4,10,15,122
1293008,2021/22,"National Stadium, Karachi",2,Peshawar Zalmi,Lahore Qalandars,Peshawar Zalmi,field,Lahore Qalandars,48,1,8.0,1,4,9,5,170,9,8,11,122
1293009,2021/22,"National Stadium, Karachi",1,Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Islamabad United,81,1,13.5,3,12,10,1,229,4,15,17,123
1293009,2021/22,"National Stadium, Karachi",2,Quetta Gladiators,Islamabad United,Quetta Gladiators,field,Islamabad United,54,1,9.0,1,7,12,2,186,10,9,15,125
1293010,2021/22,"National Stadium, Karachi",1,Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,53,1,8.83,2,6,17,2,173,4,6,12,124
1293010,2021/22,"National Stadium, Karachi",2,Karachi Kings,Peshawar Zalmi,Karachi Kings,field,Peshawar Zalmi,43,2,7.17,0,8,19,1,164,6,3,19,124
1293011,2021/22,"National Stadium, Karachi",1,Lahore Qalandars,Islamabad United,Islamabad United,field,Lahore Qalandars,73,0,12.17,1,10,6,7,174,9,3,20,123
1293011,2021/22,"National Stadium, Karachi",2,Islamabad United,Lahore Qalandars,Islamabad United,field,Lahore Qalandars,52,2,8.67,4,5,20,2,166,5,10,11,123
1293012,2021/22,"National Stadium, Karachi",1,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Multan Sultans,61,0,10.17,0,9,7,2,222,3,12,16,123
1293012,2021/22,"National Stadium, Karachi",2,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,field,Multan Sultans,57,2,9.5,2,8,15,2,165,8,8,14,125
1293013,2021/22,"National Stadium, Karachi",1,Islamabad United,Karachi Kings,Islamabad United,bat,Islamabad United,53,0,8.83,2,6,13,2,177,6,7,14,123
1293013,2021/22,"National Stadium, Karachi",2,Karachi Kings,Islamabad United,Islamabad United,bat,Islamabad United,35,2,5.83,0,5,17,0,135,9,3,15,120
1293014,2021/22,"National Stadium, Karachi",1,Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,44,0,7.33,2,2,12,1,204,5,13,9,123
1293014,2021/22,"National Stadium, Karachi",2,Quetta Gladiators,Lahore Qalandars,Quetta Gladiators,field,Quetta Gladiators,74,1,12.33,4,8,11,5,207,3,10,18,120
1293015,2021/22,"Gaddafi Stadium, Lahore",1,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Multan Sultans,53,0,8.83,0,9,14,5,182,7,6,15,125
1293015,2021/22,"Gaddafi Stadium, Lahore",2,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,field,Multan Sultans,42,3,7.0,2,5,21,0,140,10,7,11,120
1293016,2021/22,"Gaddafi Stadium, Lahore",1,Lahore Qalandars,Multan Sultans,Multan Sultans,field,Lahore Qalandars,56,1,9.33,0,10,12,2,182,4,6,16,124
1293016,2021/22,"Gaddafi Stadium, Lahore",2,Multan Sultans,Lahore Qalandars,Multan Sultans,field,Lahore Qalandars,38,1,6.33,0,5,15,1,130,10,3,10,121
1293017,2021/22,"Gaddafi Stadium, Lahore",1,Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,58,1,9.67,4,4,13,4,199,8,11,14,129
1293017,2021/22,"Gaddafi Stadium, Lahore",2,Quetta Gladiators,Islamabad United,Quetta Gladiators,field,Quetta Gladiators,72,0,12.0,1,11,10,8,203,5,8,19,125
1293018,2021/22,"Gaddafi Stadium, Lahore",1,Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,51,0,8.5,2,4,15,6,193,6,5,18,123
1293018,2021/22,"Gaddafi Stadium, Lahore",2,Karachi Kings,Peshawar Zalmi,Karachi Kings,field,Peshawar Zalmi,33,1,5.5,1,3,18,0,138,6,4,9,122
1293019,2021/22,"Gaddafi Stadium, Lahore",1,Quetta Gladiators,Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,39,4,6.5,0,6,17,3,141,7,4,11,124
1293019,2021/22,"Gaddafi Stadium, Lahore",2,Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,field,Lahore Qalandars,41,1,6.83,0,6,17,5,143,2,2,13,109
1293020,2021/22,"Gaddafi Stadium, Lahore",1,Islamabad United,Karachi Kings,Karachi Kings,field,Islamabad United,47,2,7.83,2,4,18,7,191,7,11,12,123
1293020,2021/22,"Gaddafi Stadium, Lahore",2,Karachi Kings,Islamabad United,Karachi Kings,field,Islamabad United,49,2,8.17,1,9,20,0,190,8,7,21,124
1293021,2021/22,"Gaddafi Stadium, Lahore",1,Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,bat,Peshawar Zalmi,53,2,8.83,0,10,15,1,185,7,5,21,126
1293021,2021/22,"Gaddafi Stadium, Lahore",2,Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,bat,Peshawar Zalmi,50,2,8.33,0,8,13,1,161,8,3,18,124
1293022,2021/22,"Gaddafi Stadium, Lahore",1,Karachi Kings,Multan Sultans,Karachi Kings,bat,Multan Sultans,40,1,6.67,0,4,17,5,174,6,7,14,126
1293022,2021/22,"Gaddafi Stadium, Lahore",2,Multan Sultans,Karachi Kings,Karachi Kings,bat,Multan Sultans,44,0,7.33,0,6,12,2,176,3,3,18,121
1293023,2021/22,"Gaddafi Stadium, Lahore",1,Peshawar Zalmi,Islamabad United,Peshawar Zalmi,bat,Peshawar Zalmi,74,1,12.33,4,8,11,4,206,8,12,15,126
1293023,2021/22,"Gaddafi Stadium, Lahore",2,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,bat,Peshawar Zalmi,68,2,11.33,5,6,14,2,196,7,14,14,126
1293024,2021/22,"Gaddafi Stadium, Lahore",1,Multan Sultans,Quetta Gladiators,Multan Sultans,bat,Multan Sultans,64,0,10.67,3,6,11,3,245,3,8,24,134
1293024,2021/22,"Gaddafi Stadium, Lahore",2,Quetta Gladiators,Multan Sultans,Multan Sultans,bat,Multan Sultans,66,3,11.0,3,9,13,0,128,10,8,10,97
1293025,2021/22,"Gaddafi Stadium, Lahore",1,Karachi Kings,Lahore Qalandars,Karachi Kings,bat,Karachi Kings,47,2,7.83,1,7,18,2,149,10,2,17,124
1293025,2021/22,"Gaddafi Stadium, Lahore",2,Lahore Qalandars,Karachi Kings,Karachi Kings,bat,Karachi Kings,31,2,5.17,0,4,18,0,127,9,2,9,123
1293026,2021/22,"Gaddafi Stadium, Lahore",1,Lahore Qalandars,Islamabad United,Lahore Qalandars,bat,Lahore Qalandars,48,3,8.0,1,5,13,4,197,6,8,15,123
1293026,2021/22,"Gaddafi Stadium, Lahore",2,Islamabad United,Lahore Qalandars,Lahore Qalandars,bat,Lahore Qalandars,59,2,9.83,2,6,12,3,131,9,3,14,124
1293027,2021/22,"Gaddafi Stadium, Lahore",1,Quetta Gladiators,Karachi Kings,Quetta Gladiators,bat,Quetta Gladiators,46,1,7.67,0,8,17,4,166,4,2,17,122
1293027,2021/22,"Gaddafi Stadium, Lahore",2,Karachi Kings,Quetta Gladiators,Quetta Gladiators,bat,Quetta Gladiators,51,0,8.5,2,6,14,0,143,8,7,8,121
1293028,2021/22,"Gaddafi Stadium, Lahore",1,Islamabad United,Multan Sultans,Islamabad United,bat,Multan Sultans,41,2,6.83,0,5,13,2,105,7,2,8,123
1293028,2021/22,"Gaddafi Stadium, Lahore",2,Multan Sultans,Islamabad United,Islamabad United,bat,Multan Sultans,31,3,5.17,0,4,17,0,111,4,3,6,105
1293029,2021/22,"Gaddafi Stadium, Lahore",1,Peshawar Zalmi,Lahore Qalandars,Peshawar Zalmi,bat,No result,51,2,8.5,1,5,14,6,158,7,3,12,129
1293029,2021/22,"Gaddafi Stadium, Lahore",2,Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,bat,No result,53,3,8.83,1,8,17,3,158,8,7,12,124
1293029,2021/22,"Gaddafi Stadium, Lahore",3,Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,bat,No result,5,0,0.83,0,0,2,0,5,0,0,0,6
1293029,2021/22,"Gaddafi Stadium, Lahore",4,Peshawar Zalmi,Lahore Qalandars,Peshawar Zalmi,bat,No result,8,0,1.33,0,2,0,0,8,0,0,2,2
1293030,2021/22,"Gaddafi Stadium, Lahore",1,Multan Sultans,Lahore Qalandars,Lahore Qalandars,field,Multan Sultans,45,1,7.5,0,6,14,3,163,2,1,15,123
1293030,2021/22,"Gaddafi Stadium, Lahore",2,Lahore Qalandars,Multan Sultans,Lahore Qalandars,field,Multan Sultans,38,1,6.33,0,5,14,0,135,9,5,7,122
1293031,2021/22,"Gaddafi Stadium, Lahore",1,Peshawar Zalmi,Islamabad United,Peshawar Zalmi,bat,Islamabad United,46,1,7.67,1,6,14,3,169,5,4,19,121
1293031,2021/22,"Gaddafi Stadium, Lahore",2,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,bat,Islamabad United,53,1,8.83,3,5,16,3,170,5,10,11,124
1293032,2021/22,"Gaddafi Stadium, Lahore",1,Lahore Qalandars,Islamabad United,Lahore Qalandars,bat,Lahore Qalandars,36,2,6.0,2,2,17,1,168,7,8,10,123
1293032,2021/22,"Gaddafi Stadium, Lahore",2,Islamabad United,Lahore Qalandars,Lahore Qalandars,bat,Lahore Qalandars,47,4,7.83,2,5,16,1,162,10,6,12,122
1293033,2021/22,"Gaddafi Stadium, Lahore",1,Lahore Qalandars,Multan Sultans,Lahore Qalandars,bat,Lahore Qalandars,41,3,6.83,0,6,15,0,180,5,7,15,121
1293033,2021/22,"Gaddafi Stadium, Lahore",2,Multan Sultans,Lahore Qalandars,Lahore Qalandars,bat,Lahore Qalandars,45,2,7.5,0,4,14,5,138,10,2,14,123
1354924,2022/23,Multan Cricket Stadium,1,Lahore Qalandars,Multan Sultans,Multan Sultans,field,Lahore Qalandars,50,0,8.33,1,6,13,1,175,6,8,12,130
1354924,2022/23,Multan Cricket Stadium,2,Multan Sultans,Lahore Qalandars,Multan Sultans,field,Lahore Qalandars,53,0,8.83,0,9,15,1,174,6,2,18,125
1354925,2022/23,"National Stadium, Karachi",1,Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,58,2,9.67,3,5,12,1,199,5,7,17,124
1354925,2022/23,"National Stadium, Karachi",2,Karachi Kings,Peshawar Zalmi,Karachi Kings,field,Peshawar Zalmi,46,3,7.67,1,5,17,3,197,5,7,17,131
1354926,2022/23,Multan Cricket Stadium,1,Quetta Gladiators,Multan Sultans,Multan Sultans,field,Multan Sultans,38,3,6.33,1,4,17,2,110,10,3,10,119
1354926,2022/23,Multan Cricket Stadium,2,Multan Sultans,Quetta Gladiators,Multan Sultans,field,Multan Sultans,45,1,7.5,0,7,16,1,111,1,3,11,81
1354927,2022/23,"National Stadium, Karachi",1,Karachi Kings,Islamabad United,Islamabad United,field,Islamabad United,55,1,9.17,1,8,12,4,173,7,6,18,126
1354927,2022/23,"National Stadium, Karachi",2,Islamabad United,Karachi Kings,Islamabad United,field,Islamabad United,45,2,7.5,0,8,19,2,178,6,7,19,112
1354928,2022/23,Multan Cricket Stadium,1,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Multan Sultans,50,0,8.33,1,5,15,5,210,3,5,26,127
1354928,2022/23,Multan Cricket Stadium,2,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,field,Multan Sultans,61,1,10.17,5,3,12,3,154,10,10,7,115
1354929,2022/23,"National Stadium, Karachi",1,Quetta Gladiators,Karachi Kings,Karachi Kings,field,Quetta Gladiators,23,3,3.83,0,3,23,1,168,7,5,16,124
1354929,2022/23,"National Stadium, Karachi",2,Karachi Kings,Quetta Gladiators,Karachi Kings,field,Quetta Gladiators,45,3,7.5,0,8,22,9,162,5,4,17,127
1354930,2022/23,Multan Cricket Stadium,1,Multan Sultans,Islamabad United,Islamabad United,field,Multan Sultans,51,1,8.5,2,4,12,4,190,4,8,14,128
1354930,2022/23,Multan Cricket Stadium,2,Islamabad United,Multan Sultans,Islamabad United,field,Multan Sultans,55,2,9.17,3,5,14,0,138,10,5,12,108
1354931,2022/23,"National Stadium, Karachi",1,Karachi Kings,Lahore Qalandars,Lahore Qalandars,field,Karachi Kings,61,0,10.17,2,6,11,6,185,5,8,12,129
1354931,2022/23,"National Stadium, Karachi",2,Lahore Qalandars,Karachi Kings,Lahore Qalandars,field,Karachi Kings,47,2,7.83,2,4,14,2,118,10,3,10,107
1354932,2022/23,"National Stadium, Karachi",1,Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,28,1,4.67,0,4,23,3,154,4,5,15,126
1354932,2022/23,"National Stadium, Karachi",2,Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,field,Peshawar Zalmi,53,3,8.83,0,9,18,7,157,6,4,19,117
1354933,2022/23,"National Stadium, Karachi",1,Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,field,Lahore Qalandars,65,2,10.83,3,8,13,5,198,6,7,17,123
1354933,2022/23,"National Stadium, Karachi",2,Quetta Gladiators,Lahore Qalandars,Quetta Gladiators,field,Lahore Qalandars,49,1,8.17,4,1,14,3,135,8,8,5,123
1354934,2022/23,Multan Cricket Stadium,1,Multan Sultans,Karachi Kings,Karachi Kings,field,Multan Sultans,50,0,8.33,0,6,9,1,196,2,5,20,123
1354934,2022/23,Multan Cricket Stadium,2,Karachi Kings,Multan Sultans,Karachi Kings,field,Multan Sultans,72,0,12.0,5,9,16,0,193,5,13,11,129
1354935,2022/23,"National Stadium, Karachi",1,Peshawar Zalmi,Islamabad United,Islamabad United,field,Islamabad United,69,0,11.5,2,9,8,0,156,8,3,13,121
1354935,2022/23,"National Stadium, Karachi",2,Islamabad United,Peshawar Zalmi,Islamabad United,field,Islamabad United,80,1,13.33,5,8,12,1,159,4,9,14,93
1354936,2022/23,"National Stadium, Karachi",1,Islamabad United,Quetta Gladiators,Islamabad United,bat,Islamabad United,39,2,6.5,3,2,19,2,220,6,18,15,123
1354936,2022/23,"National Stadium, Karachi",2,Quetta Gladiators,Islamabad United,Islamabad United,bat,Islamabad United,61,3,10.17,3,5,11,1,157,10,6,13,118
1354937,2022/23,"National Stadium, Karachi",1,Karachi Kings,Multan Sultans,Multan Sultans,field,Karachi Kings,52,1,8.67,2,6,14,1,167,3,4,16,124
1354937,2022/23,"National Stadium, Karachi",2,Multan Sultans,Karachi Kings,Multan Sultans,field,Karachi Kings,49,1,8.17,0,7,11,1,101,10,2,9,100
