match_id,season,venue,innings,batting_team,bowling_team,toss_winner,toss_decision,match_winner,powerplay_runs,powerplay_wickets,powerplay_run_rate,powerplay_sixes,powerplay_fours,powerplay_dot_balls,powerplay_extras,final_total,total_wickets,total_sixes,total_fours,total_balls
1128844,2017/18,Sharjah Cricket Stadium,2,Karachi Kings,Peshawar Zalmi,Peshawar Zalmi,bat,Peshawar Zalmi,35,2,5.83,2,3,21,0,137,8,8,6,120
1128845,2017/18,Sharjah Cricket Stadium,1,Quetta Gladiators,Islamabad United,Quetta Gladiators,bat,Islamabad United,36,2,6.0,1,4,18,1,147,7,6,8,124
1128845,2017/18,Sharjah Cricket Stadium,2,Islamabad United,Quetta Gladiators,Quetta Gladiators,bat,Islamabad United,51,1,8.5,2,6,16,1,149,4,7,12,115
1128846,2017/18,Sharjah Cricket Stadium,1,Lahore Qalandars,Peshawar Zalmi,Lahore Qalandars,bat,Peshawar Zalmi,49,2,8.17,5,2,20,2,172,4,13,8,123
1128846,2017/18,Sharjah Cricket Stadium,2,Peshawar Zalmi,Lahore Qalandars,Lahore Qalandars,bat,Peshawar Zalmi,57,1,9.5,1,9,18,7,176,3,9,19,112
1128847,2017/18,Sharjah Cricket Stadium,1,Islamabad United,Karachi Kings,Karachi Kings,field,Karachi Kings,32,2,5.33,0,6,24,2,124,10,5,10,115
1128847,2017/18,Sharjah Cricket Stadium,2,Karachi Kings,Islamabad United,Karachi Kings,field,Karachi Kings,50,1,8.33,2,5,16,5,125,3,4,11,105
1128848,2017/18,Dubai International Cricket Stadium,1,Karachi Kings,Islamabad United,Karachi Kings,bat,Islamabad United,29,2,4.83,0,4,20,0,154,4,7,9,122
1128848,2017/18,Dubai International Cricket Stadium,2,Islamabad United,Karachi Kings,Karachi Kings,bat,Islamabad United,75,0,12.5,5,7,10,1,155,2,8,17,78
1128849,2017/18,Gaddafi Stadium,1,Peshawar Zalmi,Quetta Gladiators,Quetta Gladiators,field,Peshawar Zalmi,44,2,7.33,0,9,20,1,157,10,5,19,123
1128849,2017/18,Gaddafi Stadium,2,Quetta Gladiators,Peshawar Zalmi,Quetta Gladiators,field,Peshawar Zalmi,49,2,8.17,1,8,18,3,156,9,7,13,124
1128850,2017/18,Gaddafi Stadium,1,Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,69,0,11.5,5,7,15,2,170,7,14,10,101
1128850,2017/18,Gaddafi Stadium,2,Karachi Kings,Peshawar Zalmi,Karachi Kings,field,Peshawar Zalmi,51,1,8.5,3,4,17,6,157,2,6,16,99
1128851,2017/18,National Stadium,1,Peshawar Zalmi,Islamabad United,Peshawar Zalmi,bat,Islamabad United,38,3,6.33,1,5,18,2,148,9,6,12,122
1128851,2017/18,National Stadium,2,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,bat,Islamabad United,66,0,11.0,5,6,17,2,154,7,11,11,106
1168820,2018/19,Dubai International Cricket Stadium,1,Lahore Qalandars,Islamabad United,Islamabad United,field,Islamabad United,57,0,9.5,2,5,15,7,171,8,6,14,122
1168820,2018/19,Dubai International Cricket Stadium,2,Islamabad United,Lahore Qalandars,Islamabad United,field,Islamabad United,49,3,8.17,1,7,15,3,177,5,9,14,124
1168821,2018/19,Dubai International Cricket Stadium,1,Karachi Kings,Multan Sultans,Karachi Kings,bat,Karachi Kings,53,0,8.83,1,5,10,2,183,6,7,13,124
1168821,2018/19,Dubai International Cricket Stadium,2,Multan Sultans,Karachi Kings,Karachi Kings,bat,Karachi Kings,38,1,6.33,0,5,15,2,176,9,4,19,125
1168822,2018/19,Dubai International Cricket Stadium,1,Peshawar Zalmi,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,37,1,6.17,2,4,21,1,155,4,8,11,121
1168822,2018/19,Dubai International Cricket Stadium,2,Quetta Gladiators,Peshawar Zalmi,Quetta Gladiators,field,Quetta Gladiators,59,2,9.83,3,7,15,0,161,4,5,17,118
1168823,2018/19,Dubai International Cricket Stadium,1,Islamabad United,Multan Sultans,Multan Sultans,field,Multan Sultans,29,2,4.83,2,0,21,1,125,7,6,4,121
1168823,2018/19,Dubai International Cricket Stadium,2,Multan Sultans,Islamabad United,Multan Sultans,field,Multan Sultans,24,1,4.0,0,2,22,1,126,5,5,7,114
1168824,2018/19,Dubai International Cricket Stadium,1,Lahore Qalandars,Karachi Kings,Karachi Kings,field,Lahore Qalandars,50,0,8.33,1,5,8,2,138,6,4,8,122
1168824,2018/19,Dubai International Cricket Stadium,2,Karachi Kings,Lahore Qalandars,Karachi Kings,field,Lahore Qalandars,32,1,5.33,0,3,17,3,116,10,2,7,121
1168825,2018/19,Dubai International Cricket Stadium,1,Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,38,3,6.33,1,5,20,2,157,8,4,17,121
1168825,2018/19,Dubai International Cricket Stadium,2,Quetta Gladiators,Islamabad United,Quetta Gladiators,field,Quetta Gladiators,49,2,8.17,1,7,16,2,161,3,6,13,114
1168826,2018/19,Dubai International Cricket Stadium,1,Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,39,4,6.5,0,7,18,2,78,10,0,10,93
1168826,2018/19,Dubai International Cricket Stadium,2,Peshawar Zalmi,Lahore Qalandars,Peshawar Zalmi,field,Peshawar Zalmi,50,2,8.33,0,8,18,5,81,3,2,10,67
1168827,2018/19,Sharjah Cricket Stadium,1,Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,51,1,8.5,0,9,12,3,160,9,3,16,125
1168827,2018/19,Sharjah Cricket Stadium,2,Quetta Gladiators,Multan Sultans,Quetta Gladiators,field,Quetta Gladiators,59,1,9.83,0,11,13,5,161,2,1,23,113
1168828,2018/19,Sharjah Cricket Stadium,1,Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,38,1,6.33,1,3,14,4,153,8,3,13,124
1168828,2018/19,Sharjah Cricket Stadium,2,Karachi Kings,Peshawar Zalmi,Karachi Kings,field,Peshawar Zalmi,32,3,5.33,0,6,22,1,109,9,0,10,121
1168829,2018/19,Sharjah Cricket Stadium,1,Multan Sultans,Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,60,0,10.0,3,5,13,6,200,6,12,13,125
1168829,2018/19,Sharjah Cricket Stadium,2,Lahore Qalandars,Multan Sultans,Lahore Qalandars,field,Lahore Qalandars,51,1,8.5,0,6,13,10,204,5,11,12,123
1168830,2018/19,Sharjah Cricket Stadium,1,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Islamabad United,40,1,6.67,2,2,15,3,158,9,6,10,124
1168830,2018/19,Sharjah Cricket Stadium,2,Peshawar Zalmi,Islamabad United,Peshawar Zalmi,field,Islamabad United,36,3,6.0,0,6,18,0,146,10,7,11,119
1168831,2018/19,Sharjah Cricket Stadium,1,Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,48,3,8.0,3,2,14,5,143,7,5,3,123
1168831,2018/19,Sharjah Cricket Stadium,2,Quetta Gladiators,Lahore Qalandars,Quetta Gladiators,field,Quetta Gladiators,35,2,5.83,0,4,17,2,148,7,4,10,124
1168832,2018/19,Sharjah Cricket Stadium,1,Karachi Kings,Islamabad United,Islamabad United,field,Islamabad United,34,3,5.67,0,5,17,1,143,6,4,11,121
1168832,2018/19,Sharjah Cricket Stadium,2,Islamabad United,Karachi Kings,Islamabad United,field,Islamabad United,61,1,10.17,2,7,12,5,147,3,4,18,98
1168833,2018/19,Sharjah Cricket Stadium,1,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,55,1,9.17,4,3,17,6,145,10,5,8,128
1168833,2018/19,Sharjah Cricket Stadium,2,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,field,Peshawar Zalmi,41,1,6.83,0,7,18,1,146,5,6,11,119
1168834,2018/19,Sharjah Cricket Stadium,1,Quetta Gladiators,Karachi Kings,Karachi Kings,field,Karachi Kings,53,1,8.83,2,3,13,13,186,5,12,7,127
1168834,2018/19,Sharjah Cricket Stadium,2,Karachi Kings,Quetta Gladiators,Karachi Kings,field,Karachi Kings,39,2,6.5,0,5,14,1,188,4,10,15,117
1168835,2018/19,Dubai International Cricket Stadium,1,Islamabad United,Multan Sultans,Multan Sultans,field,Multan Sultans,45,3,7.5,1,7,19,2,121,10,5,12,108
1168835,2018/19,Dubai International Cricket Stadium,2,Multan Sultans,Islamabad United,Multan Sultans,field,Multan Sultans,52,0,8.67,0,8,12,2,122,4,2,14,112
1168836,2018/19,Dubai International Cricket Stadium,1,Quetta Gladiators,Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,45,3,7.5,2,5,16,0,106,10,2,7,122
1168836,2018/19,Dubai International Cricket Stadium,2,Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,field,Lahore Qalandars,35,2,5.83,1,4,20,2,107,2,1,13,101
1168837,2018/19,Dubai International Cricket Stadium,1,Karachi Kings,Islamabad United,Islamabad United,field,Islamabad United,67,1,11.17,2,10,11,1,168,8,5,17,122
1168837,2018/19,Dubai International Cricket Stadium,2,Islamabad United,Karachi Kings,Islamabad United,field,Islamabad United,44,1,7.33,1,6,16,3,169,5,8,15,120
1168838,2018/19,Dubai International Cricket Stadium,1,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,65,1,10.83,3,8,14,2,172,5,6,15,124
1168838,2018/19,Dubai International Cricket Stadium,2,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,field,Peshawar Zalmi,39,2,6.5,2,3,18,0,176,3,7,13,120
1168839,2018/19,Dubai International Cricket Stadium,1,Lahore Qalandars,Karachi Kings,Karachi Kings,field,Karachi Kings,42,1,7.0,0,7,16,1,133,5,4,11,122
1168839,2018/19,Dubai International Cricket Stadium,2,Karachi Kings,Lahore Qalandars,Karachi Kings,field,Karachi Kings,29,2,4.83,1,3,22,0,134,5,5,11,117
1168840,2018/19,Dubai International Cricket Stadium,1,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,44,1,7.33,0,8,17,1,176,10,4,19,123
1168840,2018/19,Dubai International Cricket Stadium,2,Peshawar Zalmi,Islamabad United,Peshawar Zalmi,field,Peshawar Zalmi,58,1,9.67,5,2,16,9,177,6,10,8,127
1168841,2018/19,Dubai International Cricket Stadium,1,Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,35,1,5.83,0,4,19,5,121,10,2,9,124
1168841,2018/19,Dubai International Cricket Stadium,2,Quetta Gladiators,Multan Sultans,Quetta Gladiators,field,Quetta Gladiators,50,1,8.33,1,8,20,0,122,4,1,13,117
1168842,2018/19,Sheikh Zayed Stadium,1,Peshawar Zalmi,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,53,0,8.83,2,6,13,2,165,4,7,16,123
1168842,2018/19,Sheikh Zayed Stadium,2,Quetta Gladiators,Peshawar Zalmi,Quetta Gladiators,field,Quetta Gladiators,45,1,7.5,2,4,15,0,166,2,7,12,111
1168843,2018/19,Sheikh Zayed Stadium,1,Multan Sultans,Karachi Kings,Karachi Kings,field,Karachi Kings,35,2,5.83,0,4,17,5,118,7,0,11,124
1168843,2018/19,Sheikh Zayed Stadium,2,Karachi Kings,Multan Sultans,Karachi Kings,field,Karachi Kings,30,1,5.0,0,5,23,0,120,5,1,12,118
1168844,2018/19,Sheikh Zayed Stadium,1,Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,35,2,5.83,1,4,20,0,124,7,3,12,120
1168844,2018/19,Sheikh Zayed Stadium,2,Peshawar Zalmi,Lahore Qalandars,Peshawar Zalmi,field,Peshawar Zalmi,20,4,3.33,0,2,28,5,125,6,3,9,121
1168845,2018/19,Sheikh Zayed Stadium,1,Quetta Gladiators,Islamabad United,Islamabad United,field,Quetta Gladiators,57,1,9.5,1,8,13,4,180,9,7,16,132
1168845,2018/19,Sheikh Zayed Stadium,2,Islamabad United,Quetta Gladiators,Islamabad United,field,Quetta Gladiators,40,0,6.67,1,5,17,3,137,9,4,13,121
1168846,2018/19,National Stadium,1,Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,61,0,10.17,2,9,14,1,203,7,9,20,128
1168846,2018/19,National Stadium,2,Karachi Kings,Peshawar Zalmi,Karachi Kings,field,Peshawar Zalmi,57,3,9.5,2,6,15,3,142,10,5,13,104
1168847,2018/19,National Stadium,1,Islamabad United,Lahore Qalandars,Lahore Qalandars,field,Islamabad United,70,2,11.67,4,8,14,5,238,3,16,20,123
1168847,2018/19,National Stadium,2,Lahore Qalandars,Islamabad United,Lahore Qalandars,field,Islamabad United,64,1,10.67,4,7,15,1,189,9,11,17,125
1168848,2018/19,National Stadium,1,Karachi Kings,Quetta Gladiators,Quetta Gladiators,field,Karachi Kings,51,0,8.5,1,5,13,9,190,5,9,14,124
1168848,2018/19,National Stadium,2,Quetta Gladiators,Karachi Kings,Quetta Gladiators,field,Karachi Kings,66,0,11.0,2,7,8,8,189,7,11,10,131
1168849,2018/19,National Stadium,1,Lahore Qalandars,Multan Sultans,Multan Sultans,field,Multan Sultans,38,1,6.33,0,7,20,1,140,8,4,14,120
1168849,2018/19,National Stadium,2,Multan Sultans,Lahore Qalandars,Multan Sultans,field,Multan Sultans,78,2,13.0,5,7,11,6,141,3,7,15,77
1168850,2018/19,National Stadium,1,Karachi Kings,Islamabad United,Karachi Kings,bat,Islamabad United,78,1,13.0,2,12,9,1,161,9,3,17,122
1168850,2018/19,National Stadium,2,Islamabad United,Karachi Kings,Karachi Kings,bat,Islamabad United,48,1,8.0,2,5,18,4,164,6,9,13,122
1168851,2018/19,National Stadium,1,Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,57,1,9.5,4,4,12,2,186,6,8,17,126
1168851,2018/19,National Stadium,2,Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,field,Quetta Gladiators,41,1,6.83,0,7,19,2,176,7,7,17,125
1168852,2018/19,National Stadium,1,Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi,58,0,9.67,2,8,14,2,214,5,11,21,124
1168852,2018/19,National Stadium,2,Islamabad United,Peshawar Zalmi,Islamabad United,field,Peshawar Zalmi,41,2,6.83,1,4,14,1,166,9,7,11,126
1168853,2018/19,National Stadium,1,Peshawar Zalmi,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,41,2,6.83,1,5,18,2,138,8,3,13,122
1168853,2018/19,National Stadium,2,Quetta Gladiators,Peshawar Zalmi,Quetta Gladiators,field,Quetta Gladiators,57,1,9.5,2,7,17,7,139,2,2,15,111
1211642,2019/20,National Stadium,1,Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,55,2,9.17,1,8,16,6,168,10,4,17,119
1211642,2019/20,National Stadium,2,Quetta Gladiators,Islamabad United,Quetta Gladiators,field,Quetta Gladiators,36,3,6.0,1,4,18,2,171,7,7,16,114
1211643,2019/20,National Stadium,1,Karachi Kings,Peshawar Zalmi,Peshawar Zalmi,field,Karachi Kings,57,1,9.5,2,6,12,5,201,4,9,16,127
1211643,2019/20,National Stadium,2,Peshawar Zalmi,Karachi Kings,Peshawar Zalmi,field,Karachi Kings,50,2,8.33,1,7,14,0,191,7,7,13,124
1211644,2019/20,Gaddafi Stadium,1,Lahore Qalandars,Multan Sultans,Multan Sultans,field,Multan Sultans,61,2,10.17,4,6,16,1,138,8,7,11,122
1211644,2019/20,Gaddafi Stadium,2,Multan Sultans,Lahore Qalandars,Multan Sultans,field,Multan Sultans,54,2,9.0,1,7,16,5,142,5,4,13,104
1211645,2019/20,National Stadium,1,Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,36,1,6.0,2,3,20,1,148,5,4,12,122
1211645,2019/20,National Stadium,2,Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,field,Peshawar Zalmi,69,1,11.5,4,9,17,3,153,4,6,16,115
1211646,2019/20,Gaddafi Stadium,1,Multan Sultans,Islamabad United,Islamabad United,field,Islamabad United,42,1,7.0,0,6,12,3,164,8,5,16,122
1211646,2019/20,Gaddafi Stadium,2,Islamabad United,Multan Sultans,Islamabad United,field,Islamabad United,63,0,10.5,3,7,12,3,165,2,7,17,104
1211647,2019/20,National Stadium,1,Karachi Kings,Quetta Gladiators,Karachi Kings,bat,Quetta Gladiators,40,1,6.67,0,6,20,5,156,9,4,14,122
1211647,2019/20,National Stadium,2,Quetta Gladiators,Karachi Kings,Karachi Kings,bat,Quetta Gladiators,41,1,6.83,2,3,15,0,157,5,6,12,115
1211648,2019/20,Gaddafi Stadium,1,Lahore Qalandars,Islamabad United,Islamabad United,field,Islamabad United,57,1,9.5,1,9,15,4,182,6,9,16,122
1211648,2019/20,Gaddafi Stadium,2,Islamabad United,Lahore Qalandars,Islamabad United,field,Islamabad United,51,2,8.5,1,6,15,5,183,9,10,14,124
1211649,2019/20,Multan Cricket Stadium,1,Peshawar Zalmi,Multan Sultans,Multan Sultans,field,Multan Sultans,48,4,8.0,2,7,21,1,123,10,2,15,115
1211649,2019/20,Multan Cricket Stadium,2,Multan Sultans,Peshawar Zalmi,Multan Sultans,field,Multan Sultans,47,3,7.83,1,8,20,1,124,4,3,16,93
1211650,2019/20,Rawalpindi Cricket Stadium,1,Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,57,3,9.5,5,3,16,4,187,7,12,13,124
1211650,2019/20,Rawalpindi Cricket Stadium,2,Quetta Gladiators,Islamabad United,Quetta Gladiators,field,Quetta Gladiators,50,1,8.33,2,7,20,2,190,5,8,19,122
1211651,2019/20,Multan Cricket Stadium,1,Multan Sultans,Karachi Kings,Karachi Kings,field,Multan Sultans,48,1,8.0,2,4,12,1,186,6,7,15,122
1211651,2019/20,Multan Cricket Stadium,2,Karachi Kings,Multan Sultans,Karachi Kings,field,Multan Sultans,55,2,9.17,2,7,14,0,134,10,7,10,104
1211652,2019/20,Rawalpindi Cricket Stadium,1,Peshawar Zalmi,Lahore Qalandars,Lahore Qalandars,field,Peshawar Zalmi,86,2,14.33,6,7,10,3,132,7,10,8,75
1211652,2019/20,Rawalpindi Cricket Stadium,2,Lahore Qalandars,Peshawar Zalmi,Lahore Qalandars,field,Peshawar Zalmi,54,2,9.0,2,5,10,2,116,6,5,12,74
1211653,2019/20,Multan Cricket Stadium,1,Multan Sultans,Quetta Gladiators,Multan Sultans,bat,Multan Sultans,39,1,6.5,0,7,19,1,199,5,6,24,127
1211653,2019/20,Multan Cricket Stadium,2,Quetta Gladiators,Multan Sultans,Multan Sultans,bat,Multan Sultans,54,0,9.0,1,10,18,2,169,7,8,18,122
1211655,2019/20,Rawalpindi Cricket Stadium,1,Islamabad United,Karachi Kings,Karachi Kings,field,Karachi Kings,47,1,7.83,1,6,17,5,183,3,8,15,123
1211655,2019/20,Rawalpindi Cricket Stadium,2,Karachi Kings,Islamabad United,Karachi Kings,field,Karachi Kings,64,2,10.67,5,6,18,1,187,5,12,13,115
1211656,2019/20,Rawalpindi Cricket Stadium,1,Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Karachi Kings,28,3,4.67,0,4,22,1,151,8,3,12,127
1211656,2019/20,Rawalpindi Cricket Stadium,2,Karachi Kings,Peshawar Zalmi,Karachi Kings,field,Karachi Kings,55,1,9.17,1,8,15,3,152,4,2,21,113
1211657,2019/20,Gaddafi Stadium,1,Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,field,Lahore Qalandars,47,1,7.83,1,7,15,0,209,5,13,18,121
1211657,2019/20,Gaddafi Stadium,2,Quetta Gladiators,Lahore Qalandars,Quetta Gladiators,field,Lahore Qalandars,51,3,8.5,2,4,12,6,172,10,9,14,127
1211658,2019/20,Gaddafi Stadium,1,Islamabad United,Lahore Qalandars,Lahore Qalandars,field,Islamabad United,50,0,8.33,2,5,12,1,198,3,6,23,122
1211658,2019/20,Gaddafi Stadium,2,Lahore Qalandars,Islamabad United,Lahore Qalandars,field,Islamabad United,35,2,5.83,0,5,20,2,127,10,7,9,117
1211659,2019/20,Rawalpindi Cricket Stadium,1,Peshawar Zalmi,Quetta Gladiators,Quetta Gladiators,field,Peshawar Zalmi,45,2,7.5,2,4,15,2,170,6,8,17,94
1211659,2019/20,Rawalpindi Cricket Stadium,2,Quetta Gladiators,Peshawar Zalmi,Quetta Gladiators,field,Peshawar Zalmi,59,1,9.83,1,8,16,7,140,7,7,11,92
1211660,2019/20,Gaddafi Stadium,1,Multan Sultans,Karachi Kings,Karachi Kings,field,No result,41,3,6.83,1,3,15,2,102,6,4,5,102
1211661,2019/20,Rawalpindi Cricket Stadium,1,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,59,2,9.83,3,5,17,4,195,5,9,11,122
1211661,2019/20,Rawalpindi Cricket Stadium,2,Peshawar Zalmi,Islamabad United,Peshawar Zalmi,field,Peshawar Zalmi,61,1,10.17,1,8,10,3,85,2,2,9,57
1211662,2019/20,Gaddafi Stadium,1,Quetta Gladiators,Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,21,6,3.5,0,2,23,2,98,9,2,8,130
1211662,2019/20,Gaddafi Stadium,2,Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,field,Lahore Qalandars,35,2,5.83,1,3,20,2,100,2,3,10,72
1211663,2019/20,Rawalpindi Cricket Stadium,1,Islamabad United,Multan Sultans,Multan Sultans,field,Multan Sultans,68,3,11.33,4,5,9,6,91,7,5,6,57
1211663,2019/20,Rawalpindi Cricket Stadium,2,Multan Sultans,Islamabad United,Multan Sultans,field,Multan Sultans,84,1,14.0,1,15,6,3,94,1,1,17,42
1211664,2019/20,Gaddafi Stadium,1,Karachi Kings,Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,48,1,8.0,0,9,15,1,187,5,10,17,121
1211664,2019/20,Gaddafi Stadium,2,Lahore Qalandars,Karachi Kings,Lahore Qalandars,field,Lahore Qalandars,32,1,5.33,1,2,18,4,190,2,14,10,120
1211665,2019/20,Gaddafi Stadium,1,Peshawar Zalmi,Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,42,3,7.0,1,5,16,0,187,7,8,16,124
1211665,2019/20,Gaddafi Stadium,2,Lahore Qalandars,Peshawar Zalmi,Lahore Qalandars,field,Lahore Qalandars,49,0,8.17,2,4,11,2,189,5,8,16,122
1211667,2019/20,National Stadium,1,Lahore Qalandars,Karachi Kings,Karachi Kings,field,Karachi Kings,49,1,8.17,0,8,13,1,150,5,3,15,123
1211667,2019/20,National Stadium,2,Karachi Kings,Lahore Qalandars,Karachi Kings,field,Karachi Kings,52,0,8.67,1,7,12,1,151,0,6,13,106
1211668,2019/20,National Stadium,1,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Multan Sultans,39,1,6.5,0,5,15,2,154,6,4,13,124
1211668,2019/20,National Stadium,2,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,field,Multan Sultans,32,2,5.33,1,2,20,2,151,8,4,11,128
1211669,2019/20,National Stadium,1,Islamabad United,Karachi Kings,Karachi Kings,field,Karachi Kings,47,1,7.83,1,5,13,1,136,6,1,12,124
1211669,2019/20,National Stadium,2,Karachi Kings,Islamabad United,Karachi Kings,field,Karachi Kings,60,2,10.0,4,6,20,4,137,6,7,10,122
1211670,2019/20,Gaddafi Stadium,1,Multan Sultans,Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,36,2,6.0,0,4,14,1,186,6,7,16,125
1211670,2019/20,Gaddafi Stadium,2,Lahore Qalandars,Multan Sultans,Lahore Qalandars,field,Lahore Qalandars,72,0,12.0,1,12,9,0,191,1,10,21,115
1211671,2019/20,National Stadium,1,Karachi Kings,Quetta Gladiators,Karachi Kings,bat,Quetta Gladiators,36,2,6.0,0,4,16,2,150,5,3,13,123
1211671,2019/20,National Stadium,2,Quetta Gladiators,Karachi Kings,Karachi Kings,bat,Quetta Gladiators,59,1,9.83,1,10,14,2,154,5,6,18,100
1211672,2020/21,"National Stadium, Karachi",1,Multan Sultans,Karachi Kings,Karachi Kings,field,No result,38,3,6.33,1,3,16,0,141,7,6,7,120
1211672,2020/21,"National Stadium, Karachi",2,Karachi Kings,Multan Sultans,Karachi Kings,field,No result,46,1,7.67,0,8,16,1,141,8,3,12,122
1211672,2020/21,"National Stadium, Karachi",3,Karachi Kings,Multan Sultans,Karachi Kings,field,No result,13,2,2.17,1,1,2,1,13,2,1,1,7
1211672,2020/21,"National Stadium, Karachi",4,Multan Sultans,Karachi Kings,Karachi Kings,field,No result,9,0,1.5,0,0,0,2,9,0,0,0,8
1211673,2020/21,National Stadium,1,Peshawar Zalmi,Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,38,2,6.33,3,1,18,1,170,9,10,8,122
1211673,2020/21,National Stadium,2,Lahore Qalandars,Peshawar Zalmi,Lahore Qalandars,field,Lahore Qalandars,41,3,6.83,1,6,19,0,171,5,5,18,116
1211675,2020/21,National Stadium,1,Lahore Qalandars,Multan Sultans,Multan Sultans,field,Lahore Qalandars,54,2,9.0,1,7,15,4,182,6,5,21,124
1211675,2020/21,National Stadium,2,Multan Sultans,Lahore Qalandars,Multan Sultans,field,Lahore Qalandars,63,1,10.5,4,5,13,1,157,10,6,10,118
1231146,2020/21,National Stadium,1,Lahore Qalandars,Karachi Kings,Lahore Qalandars,bat,Karachi Kings,37,0,6.17,0,5,19,6,134,7,2,12,125
1231146,2020/21,National Stadium,2,Karachi Kings,Lahore Qalandars,Lahore Qalandars,bat,Karachi Kings,43,1,7.17,0,5,14,3,135,5,0,13,117
1247011,2020/21,National Stadium,1,Quetta Gladiators,Karachi Kings,Karachi Kings,field,Karachi Kings,49,2,8.17,2,6,17,2,121,10,4,12,116
1247011,2020/21,National Stadium,2,Karachi Kings,Quetta Gladiators,Karachi Kings,field,Karachi Kings,60,2,10.0,3,7,16,5,126,3,6,13,85
1247012,2020/21,National Stadium,1,Peshawar Zalmi,Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,36,3,6.0,0,6,21,3,140,6,4,12,123
1247012,2020/21,National Stadium,2,Lahore Qalandars,Peshawar Zalmi,Lahore Qalandars,field,Lahore Qalandars,38,2,6.33,1,4,18,1,143,6,3,17,112
1247013,2020/21,National Stadium,1,Multan Sultans,Islamabad United,Islamabad United,field,Islamabad United,39,1,6.5,2,4,19,1,150,8,6,13,121
1247013,2020/21,National Stadium,2,Islamabad United,Multan Sultans,Islamabad United,field,Islamabad United,48,2,8.0,2,5,14,2,151,7,5,15,118
1247014,2020/21,National Stadium,1,Quetta Gladiators,Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,38,2,6.33,0,5,15,1,178,6,8,12,126
1247014,2020/21,National Stadium,2,Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,field,Lahore Qalandars,48,0,8.0,0,8,15,1,179,1,8,16,112
1247015,2020/21,National Stadium,1,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,46,1,7.67,1,6,16,1,193,4,8,17,125
1247015,2020/21,National Stadium,2,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,field,Peshawar Zalmi,56,0,9.33,2,8,14,0,197,4,7,20,118
1247016,2020/21,National Stadium,1,Karachi Kings,Islamabad United,Islamabad United,field,Islamabad United,33,0,5.5,0,6,21,0,196,3,10,17,128
1247016,2020/21,National Stadium,2,Islamabad United,Karachi Kings,Islamabad United,field,Islamabad United,77,3,12.83,3,9,14,10,197,5,8,17,122
1247017,2020/21,National Stadium,1,Lahore Qalandars,Multan Sultans,Multan Sultans,field,Multan Sultans,25,2,4.17,0,3,22,1,157,6,9,10,125
